date,home_team,away_team,time,match_id,attacks_home,attacks_away,attempts_on_goal_home,attempts_on_goal_away,corners_home,corners_away,dangerous_attacks_home,dangerous_attacks_away,fauls_home,fauls_away,free_kicks_home,free_kicks_away,goal_kicks_home,goal_kicks_away,offsides_home,offsides_away,penalties_home,penalties_away,possesion_home,possesion_away,red_cards_home,red_cards_away,saves_home,saves_away,shots_blocked_home,shots_blocked_away,shots_off_target_home,shots_off_target_away,shots_on_target_home,shots_on_target_away,substitutions_home,substitutions_away,throw_ins_home,throw_ins_away,treatments_home,treatments_away,yellow_cards_home,yellow_cards_away,half_time_score_home,half_time_score_away,full_time_score_home,full_time_score_away
2024-08-17,Zaglebie Lubin,Lech Poznan,15:30,546074,79.0,96.0,19.0,13.0,3,3,55.0,57.0,11,11,14.0,12.0,,,1.0,3.0,,,46.0,54.0,0.0,0.0,2.0,7.0,4.0,4.0,8.0,11.0,7,3,,,21.0,17.0,,,2.0,3.0,0.0,1.0,0,1
2024-08-17,Jagiellonia Bialystok,Cracovia,12:45,545734,0.0,0.0,23.0,13.0,13,13,0.0,0.0,12,12,12.0,13.0,,,1.0,1.0,,,25.0,75.0,0.0,0.0,4.0,4.0,11.0,0.0,6.0,7.0,6,6,,,22.0,25.0,,,2.0,2.0,2.0,2.0,2,4
2024-08-16,GKS Katowice,Motor Lublin,18:30,545549,78.0,95.0,,,2,3,66.0,67.0,16,9,12.0,22.0,,,4.0,2.0,,,50.0,50.0,0.0,0.0,3.0,1.0,5.0,2.0,14.0,7.0,2,3,,,20.0,18.0,,,3.0,2.0,0.0,0.0,0,0
2024-08-16,Puszcza Niepolomice,Lechia Gdansk,16:00,545472,80.0,97.0,13.0,17.0,3,6,58.0,63.0,11,8,9.0,13.0,,,2.0,0.0,,,41.0,60.0,0.0,0.0,3.0,2.0,1.0,8.0,7.0,13.0,6,4,,,21.0,27.0,,,2.0,1.0,2.0,0.0,4,1
2024-08-12,Piast Gliwice,GKS Katowice,17:00,545075,94.0,69.0,,,5,1,77.0,48.0,13,14,19.0,15.0,,,1.0,3.0,,,52.0,48.0,0.0,0.0,2.0,2.0,5.0,1.0,12.0,2.0,4,4,,,14.0,18.0,,,1.0,1.0,1.0,1.0,2,2
2024-08-11,Widzew Lodz,Slask Wroclaw,18:15,544944,108.0,83.0,6.0,17.0,7,8,61.0,63.0,5,8,11.0,6.0,,,4.0,2.0,,,51.0,49.0,1.0,0.0,5.0,1.0,2.0,8.0,5.0,13.0,1,5,,,26.0,28.0,,,0.0,1.0,0.0,0.0,0,0
2024-08-11,Puszcza Niepolomice,Legia Warszawa,15:30,544828,76.0,60.0,14.0,11.0,3,8,74.0,70.0,10,11,10.0,10.0,,,3.0,7.0,1.0,0.0,44.0,57.0,0.0,0.0,3.0,3.0,3.0,5.0,9.0,7.0,5,4,,,20.0,17.0,,,2.0,1.0,2.0,2.0,2,2
2024-08-11,Lechia Gdansk,Zaglebie Lubin,12:45,544713,88.0,91.0,9.0,18.0,3,7,50.0,80.0,12,9,10.0,15.0,,,2.0,2.0,,,45.0,55.0,0.0,0.0,4.0,5.0,1.0,4.0,5.0,13.0,6,5,,,22.0,21.0,,,2.0,1.0,0.0,0.0,1,1
2024-08-10,Pogon Szczecin,Stal Mielec,18:15,544476,78.0,65.0,15.0,10.0,5,3,59.0,50.0,8,12,19.0,11.0,,,2.0,4.0,,,66.0,34.0,0.0,0.0,6.0,4.0,5.0,3.0,10.0,4.0,5,6,,,21.0,17.0,,,1.0,4.0,0.0,0.0,1,0
2024-08-10,Korona Kielce,Cracovia,15:30,544245,104.0,71.0,14.0,11.0,10,7,91.0,59.0,15,25,26.0,18.0,,,10.0,7.0,,,60.0,40.0,0.0,0.0,3.0,4.0,4.0,3.0,10.0,8.0,4,5,,,21.0,14.0,,,3.0,4.0,0.0,1.0,0,2
2024-08-09,Rakow Czestochowa,Lech Poznan,18:30,543635,106.0,107.0,13.0,7.0,0,2,68.0,45.0,18,6,7.0,19.0,,,1.0,1.0,,,39.0,61.0,0.0,0.0,0.0,5.0,3.0,2.0,8.0,7.0,5,0,,,27.0,22.0,,,2.0,1.0,0.0,0.0,0,0
2024-08-09,RKS Radomiak 1910 SA Radom,Gornik Zabrze,16:00,543566,87.0,115.0,10.0,8.0,3,2,40.0,49.0,15,13,15.0,14.0,,,3.0,2.0,,,33.0,67.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,6.0,5,2,,,12.0,30.0,,,0.0,2.0,0.0,0.0,1,2
2024-08-05,Cracovia,Widzew Lodz,17:00,543172,78.0,67.0,8.0,9.0,2,2,57.0,41.0,17,17,19.0,18.0,,,1.0,1.0,,,54.0,46.0,0.0,0.0,3.0,3.0,1.0,1.0,5.0,4.0,6,5,,,28.0,30.0,,,5.0,5.0,1.0,1.0,1,3
2024-08-04,Legia Warszawa,Piast Gliwice,18:15,543076,107.0,97.0,7.0,8.0,7,3,46.0,38.0,10,7,12.0,9.0,,,2.0,3.0,,,53.0,47.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,6.0,3,3,,,20.0,20.0,,,2.0,4.0,1.0,1.0,1,2
2024-08-04,Motor Lublin,Korona Kielce,12:45,542873,82.0,90.0,16.0,14.0,7,6,80.0,69.0,8,13,13.0,15.0,,,6.0,0.0,1.0,0.0,47.0,53.0,0.0,0.0,4.0,4.0,3.0,3.0,11.0,9.0,5,5,,,31.0,12.0,,,2.0,2.0,0.0,1.0,1,1
2024-08-03,Lech Poznan,Lechia Gdansk,18:15,542584,101.0,73.0,19.0,10.0,9,9,73.0,37.0,11,11,14.0,12.0,,,2.0,2.0,,,43.0,57.0,0.0,0.0,3.0,3.0,9.0,3.0,13.0,13.0,6,6,,,21.0,21.0,,,2.0,2.0,3.0,0.0,3,1
2024-08-03,Jagiellonia Bialystok,Stal Mielec,15:30,542432,121.0,86.0,13.0,3.0,5,5,80.0,42.0,14,17,16.0,16.0,,,1.0,1.0,,,54.0,46.0,0.0,0.0,2.0,2.0,3.0,0.0,9.0,8.0,4,4,,,19.0,19.0,,,3.0,3.0,1.0,0.0,2,0
2024-08-03,GKS Katowice,Rakow Czestochowa,12:45,541941,,,,,6,11,,,12,13,14.0,15.0,,,1.0,1.0,,,41.0,59.0,0.0,0.0,4.0,4.0,,,9.0,14.0,4,4,,,18.0,18.0,,,2.0,1.0,0.0,1.0,0,1
2024-08-02,Gornik Zabrze,Pogon Szczecin,18:30,541776,87.0,73.0,19.0,5.0,4,3,68.0,44.0,10,8,9.0,12.0,,,3.0,2.0,,,49.0,51.0,0.0,0.0,2.0,5.0,7.0,1.0,13.0,3.0,6,2,,,20.0,20.0,,,0.0,0.0,0.0,0.0,1,0
2024-08-02,Zaglebie Lubin,Puszcza Niepolomice,16:00,541719,125.0,82.0,19.0,9.0,7,5,85.0,71.0,8,11,15.0,9.0,,,2.0,3.0,,,60.0,40.0,0.0,0.0,1.0,4.0,5.0,4.0,14.0,8.0,5,1,,,19.0,19.0,,,3.0,2.0,0.0,0.0,1,0
2024-07-29,Rakow Czestochowa,Cracovia,17:00,541211,127.0,92.0,18.0,3.0,7,3,100.0,46.0,10,11,11.0,10.0,,,1.0,2.0,,,63.0,37.0,0.0,0.0,1.0,7.0,5.0,0.0,11.0,1.0,7,2,,,32.0,33.0,,,2.0,2.0,0.0,0.0,0,1
2024-07-28,Korona Kielce,Legia Warszawa,18:15,541119,99.0,88.0,7.0,10.0,2,1,65.0,48.0,13,22,26.0,20.0,,,3.0,1.0,,,45.0,55.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,8.0,0,2,,,18.0,18.0,,,2.0,3.0,0.0,0.0,0,1
2024-07-28,Piast Gliwice,Slask Wroclaw,15:30,541051,,,11.0,8.0,1,4,,,11,15,15.0,10.0,,,1.0,0.0,,,50.0,50.0,0.0,0.0,3.0,2.0,1.0,3.0,7.0,6.0,4,3,,,20.0,28.0,,,3.0,2.0,2.0,0.0,2,0
2024-07-28,Zaglebie Lubin,Pogon Szczecin,12:45,540964,77.0,135.0,7.0,20.0,2,8,43.0,116.0,10,10,10.0,14.0,,,2.0,1.0,1.0,0.0,28.0,72.0,0.0,0.0,5.0,0.0,3.0,6.0,6.0,15.0,2,7,,,10.0,13.0,,,0.0,2.0,2.0,1.0,2,2
2024-07-27,Widzew Lodz,Lech Poznan,18:15,540796,89.0,88.0,11.0,17.0,3,4,57.0,83.0,9,15,21.0,12.0,,,1.0,3.0,,,35.0,65.0,0.0,0.0,7.0,2.0,2.0,7.0,7.0,12.0,4,8,,,20.0,32.0,,,2.0,2.0,2.0,1.0,2,1
2024-07-27,RKS Radomiak 1910 SA Radom,Jagiellonia Bialystok,15:30,540634,72.0,73.0,26.0,10.0,11,2,64.0,42.0,6,11,11.0,7.0,,,1.0,1.0,1.0,0.0,48.0,52.0,0.0,0.0,1.0,4.0,10.0,2.0,20.0,6.0,6,4,,,8.0,15.0,,,0.0,1.0,0.0,2.0,2,3
2024-07-27,Stal Mielec,GKS Katowice,12:45,540424,107.0,77.0,,,4,2,65.0,38.0,15,12,18.0,16.0,,,0.0,3.0,0.0,1.0,63.0,37.0,0.0,0.0,1.0,3.0,5.0,4.0,12.0,7.0,3,2,,,25.0,22.0,,,0.0,0.0,0.0,1.0,0,1
2024-07-26,Lechia Gdansk,Motor Lublin,18:30,540234,106.0,85.0,11.0,13.0,3,2,66.0,53.0,13,11,12.0,16.0,,,1.0,1.0,,,57.0,43.0,0.0,0.0,4.0,1.0,4.0,3.0,10.0,7.0,1,6,,,27.0,25.0,,,2.0,2.0,0.0,0.0,0,2
2024-07-26,Puszcza Niepolomice,Gornik Zabrze,16:00,540177,102.0,102.0,9.0,17.0,4,2,64.0,62.0,10,8,9.0,12.0,,,1.0,0.0,,,40.0,60.0,0.0,0.0,6.0,1.0,2.0,3.0,6.0,8.0,3,8,,,14.0,21.0,,,1.0,2.0,0.0,1.0,2,2
2024-07-22,Stal Mielec,Widzew Lodz,17:00,539624,132.0,137.0,9.0,12.0,1,1,57.0,80.0,13,12,21.0,15.0,,,0.0,6.0,,,48.0,52.0,0.0,1.0,3.0,3.0,0.0,4.0,5.0,8.0,4,4,,,22.0,12.0,,,2.0,2.0,1.0,0.0,1,1
2024-07-21,Motor Lublin,Rakow Czestochowa,18:15,539518,82.0,89.0,,,4,8,38.0,84.0,7,21,18.0,9.0,,,0.0,1.0,,,50.0,50.0,0.0,0.0,5.0,2.0,3.0,6.0,8.0,9.0,2,7,,,15.0,21.0,,,1.0,3.0,0.0,1.0,0,2
2024-07-21,Lech Poznan,Gornik Zabrze,15:30,539470,88.0,75.0,17.0,6.0,4,2,62.0,36.0,15,7,8.0,15.0,,,1.0,2.0,1.0,0.0,49.0,51.0,0.0,0.0,3.0,3.0,5.0,0.0,12.0,3.0,5,3,,,19.0,14.0,,,1.0,2.0,1.0,0.0,2,0
2024-07-21,Cracovia,Piast Gliwice,12:45,539417,75.0,71.0,4.0,25.0,0,6,44.0,65.0,14,12,13.0,12.0,,,0.0,2.0,,,52.0,48.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,20.0,1,5,,,16.0,21.0,,,3.0,1.0,0.0,1.0,1,1
2024-07-20,Legia Warszawa,Zaglebie Lubin,18:15,539276,112.0,84.0,19.0,6.0,3,1,59.0,25.0,12,12,12.0,13.0,,,1.0,0.0,,,56.0,44.0,0.0,1.0,1.0,2.0,5.0,1.0,15.0,5.0,4,1,,,18.0,19.0,,,1.0,0.0,0.0,0.0,2,0
2024-07-20,Pogon Szczecin,Korona Kielce,15:30,539164,61.0,67.0,17.0,12.0,5,5,49.0,63.0,13,14,16.0,13.0,,,1.0,1.0,1.0,0.0,51.0,49.0,0.0,0.0,2.0,3.0,5.0,3.0,11.0,10.0,6,2,,,18.0,13.0,,,1.0,3.0,1.0,0.0,3,0
2024-07-20,GKS Katowice,RKS Radomiak 1910 SA Radom,12:45,538946,83.0,72.0,18.0,14.0,5,5,83.0,56.0,16,16,8.0,16.0,,,1.0,1.0,,,48.0,52.0,0.0,0.0,6.0,6.0,5.0,5.0,11.0,11.0,7,7,,,16.0,19.0,,,5.0,5.0,0.0,2.0,1,2
2024-07-19,Slask Wroclaw,Lechia Gdansk,18:30,538719,116.0,82.0,19.0,3.0,12,1,99.0,38.0,12,7,8.0,14.0,,,1.0,2.0,,,60.0,40.0,0.0,0.0,1.0,5.0,7.0,1.0,14.0,1.0,6,2,,,36.0,16.0,,,3.0,1.0,0.0,1.0,1,1
2024-07-19,Jagiellonia Bialystok,Puszcza Niepolomice,16:00,538664,108.0,73.0,20.0,9.0,6,6,78.0,27.0,24,24,27.0,27.0,,,4.0,5.0,,,32.0,69.0,0.0,0.0,5.0,6.0,6.0,3.0,13.0,13.0,7,7,,,27.0,25.0,,,3.0,3.0,0.0,0.0,2,0
2024-05-25,Ruch Chorzow,Cracovia,15:30,531436,96.0,85.0,15.0,12.0,3,3,67.0,61.0,14,14,7.0,15.0,,,1.0,1.0,,,46.0,54.0,1.0,1.0,2.0,2.0,3.0,7.0,12.0,12.0,4,4,,,25.0,25.0,,,2.0,2.0,1.0,0.0,2,0
2024-05-25,Rakow Czestochowa,Slask Wroclaw,16:15,531435,94.0,87.0,11.0,9.0,4,4,68.0,57.0,14,14,12.0,4.0,,,2.0,3.0,0.0,1.0,51.0,49.0,0.0,0.0,1.0,1.0,3.0,2.0,9.0,6.0,2,3,,,16.0,17.0,,,4.0,1.0,1.0,0.0,1,2
2024-05-25,RKS Radomiak 1910 SA Radom,Widzew Lodz,15:30,531434,78.0,87.0,12.0,13.0,5,4,53.0,58.0,10,13,13.0,10.0,,,1.0,0.0,,,48.0,52.0,0.0,0.0,1.0,4.0,4.0,5.0,7.0,9.0,5,4,,,22.0,23.0,,,3.0,3.0,1.0,0.0,1,3
2024-05-25,Puszcza Niepolomice,Piast Gliwice,15:30,531433,73.0,105.0,8.0,17.0,3,6,43.0,51.0,20,5,8.0,21.0,,,0.0,1.0,,,33.0,67.0,0.0,0.0,6.0,1.0,2.0,5.0,7.0,11.0,1,6,,,23.0,21.0,,,3.0,2.0,0.0,0.0,1,0
2024-05-25,Pogon Szczecin,Gornik Zabrze,15:30,531432,73.0,74.0,21.0,9.0,9,5,84.0,62.0,12,7,9.0,7.0,,,2.0,2.0,,,48.0,52.0,0.0,0.0,2.0,5.0,6.0,4.0,17.0,7.0,5,2,,,11.0,13.0,,,4.0,4.0,0.0,0.0,1,0
2024-05-25,ŁKS Łódź,Stal Mielec,15:30,531431,79.0,93.0,13.0,15.0,3,5,60.0,52.0,13,12,12.0,14.0,,,3.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,3.0,1.0,3.0,4.0,9.0,8.0,4,5,,,14.0,16.0,,,2.0,1.0,3.0,0.0,3,2
2024-05-25,Legia Warszawa,Zaglebie Lubin,15:30,531430,78.0,77.0,16.0,10.0,5,5,71.0,66.0,15,16,18.0,17.0,,,3.0,1.0,,,46.0,54.0,0.0,0.0,2.0,5.0,5.0,2.0,9.0,7.0,7,3,,,14.0,9.0,,,2.0,3.0,2.0,0.0,2,1
2024-05-25,Lech Poznan,Korona Kielce,15:30,531429,62.0,66.0,8.0,23.0,13,13,18.0,34.0,15,15,1.0,1.0,,,4.0,4.0,,,45.0,55.0,1.0,1.0,10.0,10.0,3.0,5.0,11.0,11.0,12,12,,,13.0,9.0,,,7.0,7.0,1.0,0.0,1,2
2024-05-25,Jagiellonia Bialystok,KS Warta Poznan,15:30,531428,98.0,101.0,14.0,14.0,6,6,66.0,73.0,18,18,8.0,19.0,,,1.0,1.0,,,46.0,54.0,0.0,0.0,3.0,3.0,3.0,5.0,12.0,12.0,6,6,,,24.0,20.0,,,3.0,3.0,3.0,0.0,3,0
2024-05-20,Zaglebie Lubin,ŁKS Łódź,17:00,530596,89.0,102.0,25.0,13.0,8,0,79.0,64.0,9,18,19.0,8.0,,,0.0,1.0,,,52.0,48.0,1.0,0.0,6.0,8.0,5.0,1.0,15.0,6.0,10,7,,,11.0,15.0,,,2.0,4.0,1.0,0.0,2,1
2024-05-19,Widzew Lodz,Lech Poznan,15:30,530297,86.0,83.0,25.0,14.0,9,4,80.0,50.0,11,12,14.0,13.0,,,1.0,3.0,1.0,0.0,47.0,53.0,0.0,0.0,2.0,10.0,8.0,3.0,15.0,11.0,11,3,,,23.0,18.0,,,3.0,4.0,1.0,1.0,1,1
2024-05-19,KS Warta Poznan,Legia Warszawa,13:00,530070,128.0,170.0,13.0,13.0,2,6,78.0,112.0,15,9,9.0,16.0,,,2.0,0.0,,,34.0,66.0,0.0,0.0,3.0,0.0,6.0,5.0,13.0,9.0,0,4,,,24.0,27.0,,,1.0,0.0,0.0,1.0,0,1
2024-05-19,Cracovia,Rakow Czestochowa,10:30,529934,55.0,104.0,9.0,18.0,9,9,52.0,103.0,14,14,12.0,13.0,,,1.0,1.0,,,80.0,20.0,0.0,0.0,4.0,4.0,3.0,7.0,14.0,14.0,4,4,,,16.0,13.0,,,3.0,3.0,1.0,0.0,2,0
2024-05-18,Piast Gliwice,Jagiellonia Bialystok,18:00,529757,76.0,78.0,9.0,11.0,6,4,62.0,54.0,16,11,11.0,15.0,,,0.0,2.0,,,47.0,53.0,0.0,0.0,3.0,0.0,4.0,3.0,8.0,7.0,1,4,,,15.0,25.0,,,4.0,2.0,0.0,0.0,1,1
2024-05-18,Slask Wroclaw,RKS Radomiak 1910 SA Radom,15:30,529607,103.0,110.0,13.0,8.0,6,3,69.0,71.0,15,9,11.0,15.0,,,1.0,2.0,,,50.0,50.0,0.0,1.0,2.0,3.0,5.0,0.0,8.0,7.0,5,1,,,24.0,27.0,,,1.0,2.0,1.0,0.0,2,0
2024-05-18,Korona Kielce,Ruch Chorzow,13:00,529449,79.0,73.0,26.0,7.0,7,4,55.0,37.0,26,8,9.0,19.0,,,0.0,0.0,,,46.0,54.0,0.0,0.0,2.0,3.0,8.0,1.0,22.0,5.0,4,2,,,21.0,26.0,,,2.0,2.0,1.0,0.0,2,0
2024-05-17,Gornik Zabrze,Puszcza Niepolomice,18:30,529223,85.0,90.0,10.0,11.0,4,3,56.0,67.0,10,15,17.0,8.0,,,0.0,1.0,,,48.0,52.0,1.0,1.0,0.0,3.0,2.0,4.0,6.0,10.0,4,1,,,21.0,26.0,,,1.0,3.0,1.0,0.0,1,1
2024-05-17,Stal Mielec,Pogon Szczecin,16:00,529068,99.0,116.0,6.0,18.0,5,7,47.0,62.0,8,18,11.0,10.0,,,2.0,0.0,,,40.0,60.0,0.0,0.0,4.0,1.0,2.0,2.0,5.0,14.0,1,4,,,24.0,17.0,,,1.0,1.0,0.0,0.0,0,0
2024-05-13,RKS Radomiak 1910 SA Radom,Ruch Chorzow,17:00,528504,103.0,86.0,22.0,10.0,9,6,74.0,48.0,9,11,14.0,10.0,,,1.0,4.0,,,52.0,48.0,0.0,0.0,1.0,6.0,6.0,3.0,16.0,7.0,6,3,,,26.0,14.0,,,0.0,4.0,0.0,0.0,0,2
2024-05-12,Lech Poznan,Legia Warszawa,15:30,528184,86.0,72.0,11.0,9.0,3,3,56.0,35.0,22,22,18.0,14.0,,,1.0,1.0,,,36.0,64.0,0.0,0.0,2.0,2.0,3.0,2.0,8.0,8.0,3,3,,,20.0,17.0,,,3.0,3.0,0.0,2.0,1,2
2024-05-12,Widzew Lodz,Zaglebie Lubin,13:00,527993,121.0,90.0,16.0,11.0,5,3,76.0,50.0,4,3,7.0,4.0,,,0.0,4.0,,,61.0,39.0,0.0,0.0,2.0,3.0,7.0,1.0,12.0,6.0,4,5,,,23.0,21.0,,,0.0,2.0,0.0,2.0,1,3
2024-05-12,Puszcza Niepolomice,KS Warta Poznan,10:30,527904,86.0,80.0,21.0,10.0,11,8,77.0,76.0,16,15,14.0,21.0,,,3.0,0.0,,,38.0,62.0,0.0,0.0,1.0,7.0,8.0,4.0,14.0,9.0,8,1,,,25.0,21.0,,,4.0,1.0,0.0,0.0,1,0
2024-05-11,Rakow Czestochowa,Pogon Szczecin,18:00,527696,96.0,99.0,11.0,11.0,3,3,67.0,76.0,9,18,18.0,11.0,,,2.0,1.0,,,42.0,58.0,0.0,1.0,1.0,3.0,2.0,5.0,6.0,10.0,5,1,,,14.0,13.0,,,2.0,5.0,2.0,0.0,2,1
2024-05-11,Jagiellonia Bialystok,Korona Kielce,15:30,527563,110.0,118.0,7.0,12.0,3,2,51.0,90.0,14,20,23.0,15.0,,,0.0,4.0,1.0,0.0,53.0,47.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,7.0,4,6,,,19.0,20.0,,,1.0,0.0,2.0,0.0,3,0
2024-05-11,Gornik Zabrze,Stal Mielec,13:00,527218,87.0,95.0,15.0,10.0,7,4,81.0,60.0,10,13,13.0,10.0,,,0.0,0.0,,,52.0,48.0,0.0,0.0,4.0,4.0,4.0,1.0,10.0,5.0,5,5,,,12.0,21.0,,,3.0,1.0,0.0,0.0,1,1
2024-05-10,Slask Wroclaw,Cracovia,18:30,526988,100.0,109.0,10.0,5.0,4,3,54.0,73.0,9,15,14.0,9.0,,,1.0,0.0,,,43.0,57.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6,1,,,12.0,20.0,,,1.0,4.0,3.0,0.0,4,0
2024-05-10,Piast Gliwice,ŁKS Łódź,16:00,526929,87.0,74.0,20.0,9.0,5,5,73.0,52.0,10,9,10.0,11.0,,,1.0,1.0,,,53.0,47.0,0.0,0.0,2.0,5.0,4.0,3.0,11.0,7.0,9,2,,,17.0,17.0,,,0.0,0.0,0.0,0.0,4,0
2024-05-06,Pogon Szczecin,Puszcza Niepolomice,17:00,526403,83.0,67.0,17.0,9.0,10,2,83.0,44.0,3,8,11.0,5.0,,,1.0,4.0,,,68.0,32.0,0.0,0.0,2.0,3.0,6.0,4.0,13.0,7.0,4,2,,,31.0,28.0,,,1.0,2.0,0.0,0.0,1,0
2024-05-05,Legia Warszawa,RKS Radomiak 1910 SA Radom,15:30,526164,78.0,70.0,12.0,14.0,6,3,54.0,37.0,11,13,13.0,11.0,,,0.0,1.0,,,54.0,46.0,1.0,0.0,4.0,0.0,5.0,3.0,12.0,8.0,0,7,,,20.0,7.0,,,4.0,5.0,0.0,0.0,0,3
2024-05-05,Korona Kielce,Piast Gliwice,13:00,526018,103.0,98.0,10.0,9.0,7,3,45.0,30.0,13,10,8.0,15.0,,,1.0,2.0,1.0,0.0,50.0,50.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0,6.0,3,3,,,24.0,22.0,,,6.0,4.0,0.0,1.0,1,1
2024-05-05,KS Warta Poznan,Widzew Lodz,10:30,525887,74.0,90.0,8.0,12.0,0,4,42.0,55.0,16,10,11.0,16.0,,,2.0,1.0,,,39.0,61.0,0.0,0.0,3.0,2.0,3.0,3.0,5.0,8.0,3,4,,,24.0,24.0,,,1.0,1.0,2.0,1.0,2,1
2024-05-04,Stal Mielec,Jagiellonia Bialystok,18:00,525598,77.0,113.0,11.0,12.0,2,5,29.0,74.0,10,13,6.0,5.0,,,0.0,0.0,,,31.0,69.0,0.0,0.0,3.0,1.0,1.0,3.0,7.0,6.0,3,5,,,18.0,18.0,,,0.0,2.0,1.0,1.0,3,2
2024-05-04,Zaglebie Lubin,Rakow Czestochowa,15:30,525482,46.0,76.0,10.0,15.0,4,9,31.0,75.0,17,6,2.0,7.0,,,1.0,2.0,,,34.0,66.0,0.0,0.0,3.0,1.0,3.0,5.0,7.0,12.0,3,3,,,4.0,7.0,,,2.0,0.0,1.0,0.0,2,0
2024-05-04,ŁKS Łódź,Slask Wroclaw,13:00,525176,85.0,86.0,16.0,12.0,6,6,82.0,72.0,9,11,13.0,11.0,,,2.0,3.0,1.0,0.0,67.0,33.0,0.0,1.0,3.0,4.0,4.0,2.0,12.0,7.0,5,5,,,19.0,8.0,,,1.0,3.0,0.0,0.0,1,2
2024-05-03,Ruch Chorzow,Lech Poznan,18:30,524936,,,15.0,12.0,3,7,,,13,7,10.0,13.0,,,0.0,3.0,,,44.0,56.0,0.0,0.0,2.0,2.0,3.0,4.0,11.0,9.0,4,3,,,14.0,15.0,,,2.0,0.0,1.0,1.0,2,1
2024-05-03,Cracovia,Gornik Zabrze,16:00,524857,61.0,96.0,17.0,6.0,6,6,63.0,66.0,14,6,7.0,13.0,,,0.0,1.0,,,31.0,69.0,0.0,1.0,2.0,2.0,5.0,3.0,12.0,4.0,6,2,,,17.0,17.0,,,3.0,3.0,2.0,0.0,5,0
2024-04-29,Puszcza Niepolomice,Korona Kielce,17:00,524150,85.0,75.0,15.0,12.0,7,7,78.0,81.0,10,10,11.0,11.0,,,1.0,0.0,,,45.0,55.0,0.0,0.0,3.0,1.0,6.0,3.0,13.0,8.0,2,4,,,17.0,26.0,,,2.0,2.0,1.0,0.0,1,1
2024-04-28,Lech Poznan,Cracovia,15:30,523769,77.0,46.0,15.0,5.0,7,3,64.0,21.0,11,10,7.0,8.0,,,2.0,0.0,,,75.0,25.0,0.0,0.0,1.0,5.0,4.0,1.0,10.0,4.0,5,1,,,17.0,7.0,,,1.0,2.0,0.0,0.0,0,0
2024-04-28,Stal Mielec,Legia Warszawa,13:00,523329,102.0,103.0,8.0,16.0,0,4,38.0,52.0,16,10,12.0,15.0,,,1.0,2.0,0.0,2.0,52.0,48.0,0.0,0.0,4.0,1.0,2.0,4.0,6.0,9.0,2,7,,,18.0,14.0,,,2.0,2.0,1.0,1.0,1,3
2024-04-28,RKS Radomiak 1910 SA Radom,Zaglebie Lubin,10:30,523156,102.0,82.0,13.0,14.0,6,5,60.0,47.0,15,13,14.0,15.0,,,1.0,1.0,,,58.0,42.0,0.0,0.0,3.0,2.0,4.0,3.0,8.0,9.0,5,7,,,25.0,24.0,,,3.0,2.0,0.0,3.0,3,4
2024-04-27,Widzew Lodz,Rakow Czestochowa,18:00,522784,54.0,106.0,7.0,22.0,4,12,28.0,95.0,12,21,23.0,12.0,,,0.0,1.0,,,40.0,60.0,1.0,0.0,5.0,2.0,2.0,3.0,5.0,16.0,2,6,,,19.0,15.0,,,3.0,4.0,0.0,0.0,0,1
2024-04-27,Slask Wroclaw,Ruch Chorzow,15:30,522561,112.0,90.0,23.0,6.0,10,2,115.0,64.0,8,12,13.0,9.0,,,1.0,1.0,,,60.0,40.0,0.0,0.0,2.0,4.0,9.0,1.0,17.0,1.0,6,5,,,25.0,19.0,,,2.0,3.0,0.0,2.0,2,3
2024-04-27,Gornik Zabrze,ŁKS Łódź,13:00,522125,80.0,81.0,18.0,11.0,9,4,62.0,65.0,13,12,14.0,11.0,,,0.0,2.0,,,49.0,51.0,0.0,0.0,5.0,3.0,5.0,2.0,11.0,6.0,7,5,,,16.0,17.0,,,2.0,3.0,2.0,0.0,4,1
2024-04-26,Jagiellonia Bialystok,Pogon Szczecin,18:30,521822,117.0,102.0,13.0,14.0,9,4,93.0,67.0,6,12,13.0,10.0,,,4.0,1.0,,,56.0,44.0,0.0,0.0,3.0,1.0,3.0,5.0,10.0,10.0,3,5,,,19.0,18.0,,,3.0,1.0,2.0,1.0,2,2
2024-04-26,Piast Gliwice,KS Warta Poznan,16:00,521739,113.0,90.0,13.0,8.0,1,4,64.0,68.0,7,16,17.0,8.0,,,1.0,2.0,,,58.0,42.0,0.0,0.0,2.0,4.0,3.0,3.0,7.0,6.0,6,2,,,24.0,28.0,,,0.0,0.0,1.0,0.0,2,0
2024-04-22,KS Warta Poznan,Stal Mielec,17:00,520827,96.0,82.0,11.0,15.0,2,2,43.0,37.0,10,10,10.0,12.0,,,2.0,1.0,,,42.0,58.0,0.0,0.0,2.0,2.0,1.0,7.0,4.0,11.0,7,4,,,12.0,27.0,,,0.0,1.0,2.0,2.0,5,2
